,weighted_mcc,weighted_logloss,weighted_bs,mcc,logloss,brier_score_loss,tn,fp,fn,tp,fpr,fnr,train_tn,train_fp,train_fn,train_tp,train_fpr,train_fnr,total_loss,fp_loss,fn_loss
0,0.7489592547056552,0.09688378150919796,0.01627529142201392,0.7533613102424883,0.1147116120806683,0.025108205056296445,74,28,17,1486,0.27450980392156865,0.011310711909514305,339,67,31,5979,0.16502463054187191,0.005158069883527454,108877.36,85766.49999999999,23110.859999999997
