quote,consumer_credit_judgements_guar1,consumer_credit_insolvency_notices_guar1,consumer_credit_credit_defaults_guar1,consumer_credit_company_affiliations_guar1,consumer_credit_file_activity_guar1,consumer_credit_score_guar1,consumer_credit_risk_odds_guar1,consumer_credit_judgements_guar2,consumer_credit_insolvency_notices_guar2,consumer_credit_credit_defaults_guar2,consumer_credit_company_affiliations_guar2,consumer_credit_file_activity_guar2,consumer_credit_score_guar2,consumer_credit_risk_odds_guar2,consumer_credit_judgements_guar3,consumer_credit_insolvency_notices_guar3,consumer_credit_credit_defaults_guar3,consumer_credit_company_affiliations_guar3,consumer_credit_file_activity_guar3,consumer_credit_score_guar3,consumer_credit_risk_odds_guar3,commercial_credit_directors,commercial_credit_judgements,commercial_credit_credit_defaults,commercial_credit_insolvencies,commercial_credit_credit_activity,commercial_credit_ppsr,commercial_credit_notifications,commercial_credit_public_notices,commercial_credit_score,commercial_credit_credit_limit,commercial_credit_suppliers,commercial_credit_dso_current,commercial_credit_dso_one_month,commercial_credit_dso_two_months,director_property_type_d1,director_property_rateable_value_d1,director_property_improvements_d1,director_property_land_value_d1,director_property_type_d2,director_property_rateable_value_d2,director_property_improvements_d2,director_property_land_value_d2,director_property_type_d3,director_property_rateable_value_d3,director_property_improvements_d3,director_property_land_value_d3,org_type,industry_classification,prior_fundtap_history_completed_sum,prior_fundtap_history_funded_sum,prior_fundtap_history_due_sum,p_l_total_income_current,p_l_gross_profit_current,p_l_total_other_income_current,p_l_total_operating_expenses_current,p_l_net_profit_current,p_l_total_income_yr1,p_l_gross_profit_yr1,p_l_total_other_income_yr1,p_l_total_operating_expenses_yr1,p_l_net_profit_yr1,p_l_total_income_yr2,p_l_gross_profit_yr2,p_l_total_other_income_yr2,p_l_total_operating_expenses_yr2,p_l_net_profit_yr2,p_l_total_income_yr3,p_l_gross_profit_yr3,p_l_total_other_income_yr3,p_l_total_operating_expenses_yr3,p_l_net_profit_yr3,accounts_payable_total_current_month,accounts_payable_total_one_month_past,accounts_payable_total_two_months_past,accounts_payable_total_three_months_past,accounts_payable_total_four_months_past,accounts_payable_total_five_months_past,accounts_payable_total_six_months_past,accounts_payable_total_seven_months_past,accounts_payable_total_eight_months_past,accounts_payable_total_nine_months_past,accounts_payable_total_ten_months_past,accounts_payable_total_eleven_months_past,accounts_payable_total_twelve_months_past,accounts_receivable_total_current_month,accounts_receivable_total_one_month_past,accounts_receivable_total_two_months_past,accounts_receivable_total_three_months_past,accounts_receivable_total_four_months_past,accounts_receivable_total_five_months_past,accounts_receivable_total_six_months_past,accounts_receivable_total_seven_months_past,accounts_receivable_total_eight_months_past,accounts_receivable_total_nine_months_past,accounts_receivable_total_ten_months_past,accounts_receivable_total_eleven_months_past,accounts_receivable_total_twelve_months_past,bank_summary_total_spent_current,bank_summary_total_received_current,bank_summary_total_spent_m1,bank_summary_total_received_m1,bank_summary_total_spent_m2,bank_summary_total_received_m2,bank_summary_total_spent_m3,bank_summary_total_received_m3,exec_summary_cash_received_current,exec_summary_cash_spent_current,exec_summary_cash_surplus_deficit_current,exec_summary_closing_bank_balance_current,exec_summary_income_current,exec_summary_direct_costs_current,exec_summary_gross_profit_loss_current,exec_summary_other_income_current,exec_summary_expenses_current,exec_summary_profit_loss_current,exec_summary_debtors_current,exec_summary_creditors_current,exec_summary_net_assets_current,exec_summary_number_of_invoices_issued_current,exec_summary_average_value_of_invoices_current,exec_summary_gross_profit_margin_current,exec_summary_net_profit_margin_current,exec_summary_return_on_investment_current,exec_summary_average_debtors_days_current,exec_summary_average_creditors_days_current,exec_summary_short_term_cash_forecast_current,exec_summary_current_assets_to_liabilities_current,exec_summary_term_assets_to_liabilities_current,exec_summary_cash_received_m1,exec_summary_cash_spent_m1,exec_summary_cash_surplus_deficit_m1,exec_summary_closing_bank_balance_m1,exec_summary_income_m1,exec_summary_direct_costs_m1,exec_summary_gross_profit_loss_m1,exec_summary_other_income_m1,exec_summary_expenses_m1,exec_summary_profit_loss_m1,exec_summary_debtors_m1,exec_summary_creditors_m1,exec_summary_net_assets_m1,exec_summary_number_of_invoices_issued_m1,exec_summary_average_value_of_invoices_m1,exec_summary_gross_profit_margin_m1,exec_summary_net_profit_margin_m1,exec_summary_return_on_investment_m1,exec_summary_average_debtors_days_m1,exec_summary_average_creditors_days_m1,exec_summary_short_term_cash_forecast_m1,exec_summary_current_assets_to_liabilities_m1,exec_summary_term_assets_to_liabilities_m1,fundtap_loan_principal,line_of_business,customer_type,accounting_software,customer_uid,commercial_credit_report_creation_date,consumer_credit_report_first_creation_date,consumer_credit_report_second_creation_date,consumer_credit_report_third_creation_date,bank_statement_creation_date,xero_report_creation_date,fundtap_profit_loss,fundtap_status,country,fundtap_fee,weeks_past_due,weeks_overdue,weeks_in_default,prior_fundtap_history_pending_sum,total_bank,accounts_receivable,gst,total_current_assets,total_fixed_assets,total_non_current_assets,total_assets,accounts_payable,total_current_liabilities,total_non_current_liabilities,total_liabilities,net_assets,current_year_earnings,retained_earnings,total_equity
FT6385,0.0,0.0,0.0,2.0,9.0,0,11.511,0.0,0.0,0.0,2.0,7.0,0,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0,5000.0,6.0,30.0,41.0,64.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,0,174080.71,14300.53,0.0,581.4051546391753,244.92298969072164,0.0,311.51561855670104,-66.59262886597938,467966.72,269647.25,757.78,274778.9,-4373.87,426176.53,284392.29,0.0,230125.66,54266.63,369938.65,217091.57,0.0,200424.98,16666.59,0.0,29829.0,21851.0,11230.0,6721.0,4023.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,13630.0,35009.0,2362.0,1928.0,0.0,0.0,73.0,177.0,0.0,0.0,0.0,0.0,2085.8184615384616,1840.4769230769232,58099.35,50895.91,51568.67,55075.06,44210.25,48118.29,5447.923076923077,4881.461538461538,566.4615384615385,-1924.692307692308,3076.769230769231,2246.4615384615386,830.3076923076923,0.0,1591.3846153846157,-761.0,3218.230769230769,4893.846153846154,-1855.5384615384612,25.53846153846154,9.23076923076923,2.076923076923077,1.9,37.86153846153846,2.4615384615384617,3.076923076923077,-1675.6923076923076,0.1538461538461538,0.0,3333.230769230769,3887.307692307693,-554.0769230769231,-2491.153846153846,2683.923076923077,797.3076923076923,1886.6153846153843,0.0,1157.7692307692307,728.8461538461538,3187.538461538461,4696.461538461538,-1094.5384615384614,15.153846153846152,13.692307692307692,5.407692307692307,2.0923076923076924,61.46923076923077,2.769230769230769,5.538461538461538,-1508.923076923077,0.2307692307692307,0.0,520.4,Food Product Manufacturing,Other,Xero,169,2021-06-03 16:17:29,2021-07-06 12:11:30,2020-01-20 13:55:16,,2021-07-13 05:22:20,2021-07-13 05:22:20,29.0,Completed,NZL,49.03,1.0,0.0,0.0,0.0,545.75,41676.03,12581.29,41677.27,19022.9,0.0,61245.92,71175.4,45439.83,119351.6,164791.43,-103545.51,-91909.78,-11735.73,-103545.51
FT6384,0.0,0.0,0.0,2.0,9.0,0,11.511,0.0,0.0,0.0,2.0,7.0,0,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0,5000.0,6.0,30.0,41.0,64.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,0,174080.71,14300.53,0.0,581.4051546391753,244.92298969072164,0.0,311.51561855670104,-66.59262886597938,467966.72,269647.25,757.78,274778.9,-4373.87,426176.53,284392.29,0.0,230125.66,54266.63,369938.65,217091.57,0.0,200424.98,16666.59,0.0,29829.0,21851.0,11230.0,6721.0,4023.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,13630.0,35009.0,2362.0,1928.0,0.0,0.0,73.0,177.0,0.0,0.0,0.0,0.0,2085.8184615384616,1840.4769230769232,58099.35,50895.91,51568.67,55075.06,44210.25,48118.29,5447.923076923077,4881.461538461538,566.4615384615385,-1924.692307692308,3076.769230769231,2246.4615384615386,830.3076923076923,0.0,1591.3846153846157,-761.0,3218.230769230769,4893.846153846154,-1855.5384615384612,25.53846153846154,9.23076923076923,2.076923076923077,1.9,37.86153846153846,2.4615384615384617,3.076923076923077,-1675.6923076923076,0.1538461538461538,0.0,3333.230769230769,3887.307692307693,-554.0769230769231,-2491.153846153846,2683.923076923077,797.3076923076923,1886.6153846153843,0.0,1157.7692307692307,728.8461538461538,3187.538461538461,4696.461538461538,-1094.5384615384614,15.153846153846152,13.692307692307692,5.407692307692307,2.0923076923076924,61.46923076923077,2.769230769230769,5.538461538461538,-1508.923076923077,0.2307692307692307,0.0,409.86,Food Product Manufacturing,Other,Xero,169,2021-06-03 16:17:29,2021-07-06 12:11:30,2020-01-20 13:55:16,,2021-07-13 05:22:20,2021-07-13 05:22:20,29.0,Completed,NZL,48.98,1.0,0.0,0.0,0.0,545.75,41676.03,12581.29,41677.27,19022.9,0.0,61245.92,71175.4,45439.83,119351.6,164791.43,-103545.51,-91909.78,-11735.73,-103545.51
FT6383,0.0,0.0,0.0,2.0,9.0,0,11.511,0.0,0.0,0.0,2.0,7.0,0,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0,5000.0,6.0,30.0,41.0,64.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,0,174080.71,14300.53,0.0,581.4051546391753,244.92298969072164,0.0,311.51561855670104,-66.59262886597938,467966.72,269647.25,757.78,274778.9,-4373.87,426176.53,284392.29,0.0,230125.66,54266.63,369938.65,217091.57,0.0,200424.98,16666.59,0.0,29829.0,21851.0,11230.0,6721.0,4023.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,13630.0,35009.0,2362.0,1928.0,0.0,0.0,73.0,177.0,0.0,0.0,0.0,0.0,2085.8184615384616,1840.4769230769232,58099.35,50895.91,51568.67,55075.06,44210.25,48118.29,5447.923076923077,4881.461538461538,566.4615384615385,-1924.692307692308,3076.769230769231,2246.4615384615386,830.3076923076923,0.0,1591.3846153846157,-761.0,3218.230769230769,4893.846153846154,-1855.5384615384612,25.53846153846154,9.23076923076923,2.076923076923077,1.9,37.86153846153846,2.4615384615384617,3.076923076923077,-1675.6923076923076,0.1538461538461538,0.0,3333.230769230769,3887.307692307693,-554.0769230769231,-2491.153846153846,2683.923076923077,797.3076923076923,1886.6153846153843,0.0,1157.7692307692307,728.8461538461538,3187.538461538461,4696.461538461538,-1094.5384615384614,15.153846153846152,13.692307692307692,5.407692307692307,2.0923076923076924,61.46923076923077,2.769230769230769,5.538461538461538,-1508.923076923077,0.2307692307692307,0.0,601.24,Food Product Manufacturing,Other,Xero,169,2021-06-03 16:17:29,2021-07-06 12:11:30,2020-01-20 13:55:16,,2021-07-13 05:22:20,2021-07-13 05:22:20,33.0,Completed,NZL,53.45,1.0,0.0,0.0,0.0,545.75,41676.03,12581.29,41677.27,19022.9,0.0,61245.92,71175.4,45439.83,119351.6,164791.43,-103545.51,-91909.78,-11735.73,-103545.51
FT6382,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,4.0,5.0,0,19.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,Residential,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,"Agriculture, Forestry and Fishing",23779.02,3751.88,2665.13,772.1320103092783,678.2958247422681,0.0,427.715824742268,250.58,169411.9,137784.56,0.0,84859.78,52924.78,153918.0,131055.66,0.0,124645.89,6409.77,,,,,,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.0,0.0,0.0,0.0,17612.0,28405.0,460.0,15530.0,0.0,0.0,0.0,8179.0,0.0,0.0,0.0,0.0,1998.8946153846157,2022.647692307692,55512.93,56128.13,48958.93,43642.38,49852.38,50883.85,3711.923076923077,4759.0,-1047.076923076923,-1549.923076923077,2661.3846153846152,440.38461538461536,2221.0,0.0,2293.923076923077,-72.92307692307692,9496.0,2000.4615384615383,6253.0,0.6923076923076923,162.76923076923077,6.423076923076923,0.2076923076923077,1.0769230769230769,8.538461538461538,1.7692307692307692,7495.461538461538,0.2307692307692307,0.0769230769230769,4317.538461538462,4270.2307692307695,47.30769230769231,-502.84615384615387,3656.4615384615386,541.6153846153846,3114.846153846154,0.0,2037.3076923076924,1077.5384615384614,8788.461538461539,1697.4615384615386,6566.769230769231,0.3846153846153846,597.5384615384615,6.553846153846154,2.269230769230769,15.146153846153847,5.538461538461538,1.5384615384615383,7091.0,0.2307692307692307,0.0769230769230769,7006.95,Painting & Decorating Services,Other,0,592,2021-06-03 08:43:24,2020-03-31 08:59:06,2021-07-06 09:34:44,,2021-07-13 03:44:16,2021-07-13 03:44:16,436.0,Completed,NZL,456.46,1.0,0.0,0.0,0.0,-20719.32,49976.78,-2119.01,74010.55,18423.57,0.0,71714.8,15939.57,38479.02,24287.59,62766.61,8948.19,20491.71,6088.54,8948.19
FT6381,0.0,0.0,0.0,2.0,2.0,0,9.19,0.0,0.0,0.0,2.0,8.0,0,8.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,Arts and Recreation Services,33095.17,10039.5,5464.8,172.2075257731959,172.2075257731959,0.0,125.70577319587628,46.50257731958763,73019.59,73019.59,2000.35,75096.38,-76.44,1700.1,1700.1,0.0,5442.22,-3742.12,,,,,,0.0,3737.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.5853846153846,331.9676923076923,33109.71,34521.78,20210.52,22014.91,96040.29,95957.64,830.0,1121.5384615384614,-291.53846153846155,15.615384615384617,520.0,0.0,520.0,0.0,409.3076923076923,110.6923076923077,584.7692307692307,564.5384615384615,779.3846153846154,0.6153846153846154,65.0,7.6923076923076925,1.6384615384615384,13.107692307692307,2.6923076923076925,3.3076923076923075,20.153846153846157,0.0,0.0,2655.538461538461,2546.923076923077,108.6153846153846,307.15384615384613,345.38461538461536,0.0,345.38461538461536,0.0,428.2307692307692,-82.84615384615384,92.0,126.46153846153848,668.7692307692307,0.4615384615384615,57.53846153846154,7.6923076923076925,1.8461538461538465,11.438461538461535,0.6153846153846154,0.6923076923076923,-34.46153846153846,0.0,0.0,1076.4,Music Production and Audio Post Production Studio,Other,Xero,1204,2020-10-07 18:46:13,2020-10-07 17:03:57,2020-10-07 17:42:30,,2021-07-13 05:22:16,2021-07-13 05:22:16,79.0,Completed,NZL,78.8,0.0,0.0,0.0,0.0,236.46,3887.0,835.11,3887.05,79815.59,0.0,83939.1,7398.96,76106.72,0.0,76106.72,7832.38,7908.94,-76.56,7832.38
FT6380,0.0,0.0,0.0,8.0,15.0,0,11.815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0,20000.0,6.0,120.0,59.0,35.0,Residential,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,SOLE TRADER,Construction,142775.3,10457.08,4147.04,123.17211340206184,59.68927835051546,0.0,98.06860824742267,-38.379329896907215,110063.97,72211.75,0.0,52938.82,19272.93,110971.35,85477.86,0.0,68626.45,16851.41,84132.49,75424.92,0.0,70485.0,4939.92,0.0,2196.0,4464.0,6203.0,6750.0,0.0,3506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4706.0,0.0,0.0,0.0,0.0,0.0,0.0,4533.0,0.0,0.0,0.0,0.0,286.30692307692306,178.8323076923077,9568.97,4235.22,14310.48,23892.23,28930.3,30264.53,1560.7692307692307,1287.5384615384614,273.2307692307692,-2398.4615384615386,1201.6923076923076,122.07692307692308,1079.6153846153843,0.0,577.4615384615385,502.0769230769231,1330.6923076923076,1603.6153846153843,1193.8461538461538,0.2307692307692307,400.5384615384616,6.907692307692307,3.215384615384615,38.823076923076925,2.6153846153846154,5.461538461538462,-272.9230769230769,0.2307692307692307,0.0,325.7692307692308,736.0769230769231,-410.3076923076923,-2671.692307692308,0.0,77.38461538461539,-77.38461538461539,0.0,405.84615384615387,-483.2307692307692,1330.6923076923076,1609.4615384615386,691.6923076923077,0.0,0.0,0.0,0.0,64.49230769230769,0.0,7.6923076923076925,-278.7692307692308,0.4615384615384615,0.0,1006.02,Construction and Trades,Trades/Construction,Xero,278,2020-01-29 16:15:21,2020-10-08 07:50:20,,,2021-07-13 05:22:13,2021-07-13 05:22:13,37.0,Completed,NZL,57.11,1.0,0.0,0.0,0.0,-6947.83,34092.85,11633.21,34092.87,279.34,46160.35,73584.73,17341.12,23464.38,36428.64,59893.02,13691.71,-1730.51,15422.22,13691.71
FT6379,0.0,0.0,0.0,0.0,6.0,0,12.445,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Construction,0.0,7051.78,0.0,434.8796391752577,434.8796391752577,0.0,242.96190721649484,170.98201030927837,316544.0,316544.0,0.0,134723.89,140006.4,68267.5,68267.5,0.12,8625.66,47901.32,68267.5,68267.5,0.12,8625.66,47901.32,0.0,0.0,0.0,0.0,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.43,0,Trades/Construction,MYOB,1488,,2021-07-01 07:47:25,,,2021-07-13 05:13:06,2021-07-13 05:13:06,104.0,Completed,NZL,123.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT6378,0.0,0.0,0.0,0.0,6.0,0,12.445,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Construction,0.0,7051.78,0.0,434.8796391752577,434.8796391752577,0.0,242.96190721649484,170.98201030927837,316544.0,316544.0,0.0,134723.89,140006.4,68267.5,68267.5,0.12,8625.66,47901.32,68267.5,68267.5,0.12,8625.66,47901.32,0.0,0.0,0.0,0.0,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3927.31,0,Trades/Construction,MYOB,1488,,2021-07-01 07:47:25,,,2021-07-13 05:13:06,2021-07-13 05:13:06,207.0,Completed,NZL,206.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT6376,0.0,0.0,0.0,2.0,2.0,0,9.19,0.0,0.0,0.0,2.0,8.0,0,8.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,Arts and Recreation Services,33095.17,8963.1,5464.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.4,Music Production and Audio Post Production Studio,Other,Xero,1204,2020-10-07 18:46:13,2020-10-07 17:03:57,2020-10-07 17:42:30,,2021-07-13 10:58:45,2021-07-13 10:58:45,0.0,Not Approved,NZL,313.75,0.0,0.0,0.0,1076.4,236.46,3887.0,835.11,3887.05,79815.59,0.0,83939.1,7398.96,76106.72,0.0,76106.72,7832.38,7908.94,-76.56,7832.38
FT6375,0.0,0.0,0.0,2.0,8.0,0,43.336,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0,10000.0,6.0,0.0,0.0,0.0,Residential,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Administrative and Support services,50272.56,26497.99,0.0,2227.656855670103,316.53103092783505,0.0,313.3743298969072,3.156701030927835,1192051.44,452195.65,0.0,421966.94,30228.71,1316625.99,143958.94,9960.46,297054.01,-143134.61,1330665.69,145649.32,9960.46,240452.09,-84842.31,0.0,21018.0,41338.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75210.0,57142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6144.264615384615,4492.463076923077,252844.08,228651.89,162576.48,157537.15,144444.64,154482.67,15835.76923076923,14993.53846153846,842.2307692307693,283.61538461538464,10803.23076923077,9231.76923076923,1571.5384615384614,0.0,1318.7692307692307,252.7692307692308,7152.384615384615,4733.461538461538,-21023.615384615383,5.076923076923077,163.69230769230768,1.1153846153846154,0.1769230769230769,1.1076923076923078,1.6153846153846154,1.0769230769230769,2419.0,0.0,0.0769230769230769,14623.46153846154,16484.46153846154,-1860.923076923077,-558.6923076923077,12288.846153846154,10183.0,2105.846153846154,0.0,1614.923076923077,490.84615384615387,6467.307692307692,4541.0,-21276.384615384617,6.0,152.84615384615384,1.3153846153846156,0.3076923076923077,2.1307692307692307,1.2307692307692308,0.9230769230769232,1926.3846153846157,0.0,0.0769230769230769,1775.85,"Labour hire, recruitment, staffing solutions",Recruitment,Xero,1450,2021-05-21 16:14:42,2021-05-20 15:10:00,,,2021-07-13 05:21:13,2021-07-13 05:21:13,89.0,Completed,NZL,89.47,0.0,0.0,0.0,0.0,3686.68,0.0,39694.91,99581.44,36461.97,0.0,139730.09,0.0,398699.26,46932.39,445631.65,-305901.56,3291.74,-339180.33,-305901.56
