quote,consumer_credit_judgements_guar1,consumer_credit_insolvency_notices_guar1,consumer_credit_credit_defaults_guar1,consumer_credit_company_affiliations_guar1,consumer_credit_file_activity_guar1,consumer_credit_score_guar1,consumer_credit_risk_odds_guar1,consumer_credit_judgements_guar2,consumer_credit_insolvency_notices_guar2,consumer_credit_credit_defaults_guar2,consumer_credit_company_affiliations_guar2,consumer_credit_file_activity_guar2,consumer_credit_score_guar2,consumer_credit_risk_odds_guar2,consumer_credit_judgements_guar3,consumer_credit_insolvency_notices_guar3,consumer_credit_credit_defaults_guar3,consumer_credit_company_affiliations_guar3,consumer_credit_file_activity_guar3,consumer_credit_score_guar3,consumer_credit_risk_odds_guar3,commercial_credit_directors,commercial_credit_judgements,commercial_credit_credit_defaults,commercial_credit_insolvencies,commercial_credit_credit_activity,commercial_credit_ppsr,commercial_credit_notifications,commercial_credit_public_notices,commercial_credit_score,commercial_credit_credit_limit,commercial_credit_suppliers,commercial_credit_dso_current,commercial_credit_dso_one_month,commercial_credit_dso_two_months,director_property_type_d1,director_property_rateable_value_d1,director_property_improvements_d1,director_property_land_value_d1,director_property_type_d2,director_property_rateable_value_d2,director_property_improvements_d2,director_property_land_value_d2,director_property_type_d3,director_property_rateable_value_d3,director_property_improvements_d3,director_property_land_value_d3,org_type,industry_classification,prior_fundtap_history_completed_sum,prior_fundtap_history_funded_sum,prior_fundtap_history_due_sum,p_l_total_income_current,p_l_gross_profit_current,p_l_total_other_income_current,p_l_total_operating_expenses_current,p_l_net_profit_current,p_l_total_income_yr1,p_l_gross_profit_yr1,p_l_total_other_income_yr1,p_l_total_operating_expenses_yr1,p_l_net_profit_yr1,p_l_total_income_yr2,p_l_gross_profit_yr2,p_l_total_other_income_yr2,p_l_total_operating_expenses_yr2,p_l_net_profit_yr2,p_l_total_income_yr3,p_l_gross_profit_yr3,p_l_total_other_income_yr3,p_l_total_operating_expenses_yr3,p_l_net_profit_yr3,accounts_payable_total_current_month,accounts_payable_total_one_month_past,accounts_payable_total_two_months_past,accounts_payable_total_three_months_past,accounts_payable_total_four_months_past,accounts_payable_total_five_months_past,accounts_payable_total_six_months_past,accounts_payable_total_seven_months_past,accounts_payable_total_eight_months_past,accounts_payable_total_nine_months_past,accounts_payable_total_ten_months_past,accounts_payable_total_eleven_months_past,accounts_payable_total_twelve_months_past,accounts_receivable_total_current_month,accounts_receivable_total_one_month_past,accounts_receivable_total_two_months_past,accounts_receivable_total_three_months_past,accounts_receivable_total_four_months_past,accounts_receivable_total_five_months_past,accounts_receivable_total_six_months_past,accounts_receivable_total_seven_months_past,accounts_receivable_total_eight_months_past,accounts_receivable_total_nine_months_past,accounts_receivable_total_ten_months_past,accounts_receivable_total_eleven_months_past,accounts_receivable_total_twelve_months_past,bank_summary_total_spent_current,bank_summary_total_received_current,bank_summary_total_spent_m1,bank_summary_total_received_m1,bank_summary_total_spent_m2,bank_summary_total_received_m2,bank_summary_total_spent_m3,bank_summary_total_received_m3,exec_summary_cash_received_current,exec_summary_cash_spent_current,exec_summary_cash_surplus_deficit_current,exec_summary_closing_bank_balance_current,exec_summary_income_current,exec_summary_direct_costs_current,exec_summary_gross_profit_loss_current,exec_summary_other_income_current,exec_summary_expenses_current,exec_summary_profit_loss_current,exec_summary_debtors_current,exec_summary_creditors_current,exec_summary_net_assets_current,exec_summary_number_of_invoices_issued_current,exec_summary_average_value_of_invoices_current,exec_summary_gross_profit_margin_current,exec_summary_net_profit_margin_current,exec_summary_return_on_investment_current,exec_summary_average_debtors_days_current,exec_summary_average_creditors_days_current,exec_summary_short_term_cash_forecast_current,exec_summary_current_assets_to_liabilities_current,exec_summary_term_assets_to_liabilities_current,exec_summary_cash_received_m1,exec_summary_cash_spent_m1,exec_summary_cash_surplus_deficit_m1,exec_summary_closing_bank_balance_m1,exec_summary_income_m1,exec_summary_direct_costs_m1,exec_summary_gross_profit_loss_m1,exec_summary_other_income_m1,exec_summary_expenses_m1,exec_summary_profit_loss_m1,exec_summary_debtors_m1,exec_summary_creditors_m1,exec_summary_net_assets_m1,exec_summary_number_of_invoices_issued_m1,exec_summary_average_value_of_invoices_m1,exec_summary_gross_profit_margin_m1,exec_summary_net_profit_margin_m1,exec_summary_return_on_investment_m1,exec_summary_average_debtors_days_m1,exec_summary_average_creditors_days_m1,exec_summary_short_term_cash_forecast_m1,exec_summary_current_assets_to_liabilities_m1,exec_summary_term_assets_to_liabilities_m1,fundtap_loan_principal,line_of_business,customer_type,accounting_software,customer_uid,commercial_credit_report_creation_date,consumer_credit_report_first_creation_date,consumer_credit_report_second_creation_date,consumer_credit_report_third_creation_date,bank_statement_creation_date,xero_report_creation_date,fundtap_profit_loss,fundtap_status,country,fundtap_fee,weeks_past_due,weeks_overdue,weeks_in_default,prior_fundtap_history_pending_sum,total_bank,accounts_receivable,gst,total_current_assets,total_fixed_assets,total_non_current_assets,total_assets,accounts_payable,total_current_liabilities,total_non_current_liabilities,total_liabilities,net_assets,current_year_earnings,retained_earnings,total_equity
FT12161,0.0,0.0,0.0,6.0,6.0,850,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,974,0.0,0.0,0.0,0.0,0.0,Residential,780000.0,380000.0,400000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,ACCOUNTING_PRACTICE,0,51615.26,4325.89,4325.89,5672.831666666666,5194.56125,0.7266666666666667,4491.719166666667,703.56875,177726.26,165394.85,4.25,162343.34,3055.76,166742.98,154150.62,3.67,156006.08,-1851.79,183479.66,171714.37,3.34,138007.15,33710.56,6427.0,454.0,0.0,0.0,0.0,0.0,0.0,745.0,73.0,0.0,0.0,0.0,0.0,2876.0,2254.0,170.0,103.0,146.0,483.0,104.0,427.0,0.0,0.0,0.0,0.0,0.0,972.8558333333334,974.5604166666668,38885.07,45621.55,25648.99,22731.73,27127.08,28528.37,741.2083333333334,739.5416666666666,1.7083333333333333,-195.625,183.41666666666663,42.66666666666666,140.75,0.125,415.9166666666667,-275.0416666666667,213.83333333333331,320.7916666666667,953.9166666666666,0.0,6.75,3.2,6.245833333333334,14.416666666666666,1.5,0.9166666666666666,-106.95833333333331,0.0833333333333333,0.0,1223.8333333333333,943.125,280.6666666666667,-197.33333333333331,602.4166666666666,42.208333333333336,560.2083333333334,0.25,460.0833333333333,100.375,531.0833333333334,64.16666666666667,1229.0,0.0,8.583333333333334,3.875,0.6958333333333333,4.083333333333333,1.125,0.1666666666666666,466.9166666666667,0.0833333333333333,0.0,724.5,Accounting Consultant,B2B Service Provider,Xero,1527,2021-07-29 08:37:33,2021-07-29 08:32:52,,,2023-01-24 10:54:29,2023-01-24 10:54:29,49.0,Completed,NZL,48.93,0.0,0.0,0.0,1452.11,-2832.51,5132.49,3542.86,35695.7,21648.84,53000.0,107512.03,7699.11,21652.06,62965.58,84617.64,22894.39,15903.03,-3008.64,22894.39
FT12157,0.0,0.0,0.0,0.0,0.0,669,0.0,0.0,0.0,0.0,0.0,0.0,968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Information Media and Telecommunication,35912.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5616.9,0,B2B Service Provider,0,2608,2022-09-20 19:21:34,2022-09-20 19:16:37,2022-09-29 13:20:59,,2023-01-24 08:20:09,2023-01-24 08:20:09,390.0,Completed,AUS,409.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT12156,0.0,0.0,0.0,0.0,0.0,791,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,Information Media and Telecommunication,143418.76,5836.55,5000.0,14406.770833333334,12772.535416666666,0.0245833333333333,12662.617083333333,109.94291666666668,398299.08,355556.86,4858.76,316236.66,44178.96,383484.61,329759.17,103552.49,395789.16,37522.5,320128.59,297757.39,15202.38,243319.02,69640.75,6135.0,0.0,0.0,0.0,0.0,0.0,5240.0,0.0,0.0,4198.0,0.0,0.0,0.0,30392.0,3836.0,3742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,1413.0358333333334,841.1079166666667,72502.29,84999.62,51493.21,54228.75,70744.17,69987.96,466.125,1038.0416666666667,-571.9166666666666,-1352.0,1182.2083333333333,111.125,1071.0833333333333,0.0,1349.9583333333333,-278.875,1653.2916666666667,857.5833333333334,6259.0,0.0,168.875,3.775,0.9833333333333334,2.2291666666666665,1.7916666666666667,0.75,795.7083333333334,0.0,0.25,2563.083333333333,2042.375,520.7083333333334,-780.0833333333334,1297.2083333333333,198.75,1098.4166666666667,0.0,1336.3333333333333,-237.875,492.4583333333333,602.0,6537.875,0.0,185.33333333333331,3.529166666666667,0.7625000000000001,1.8208333333333333,0.5,0.5,-109.5,-0.0416666666666666,0.25,594.0,Technology,B2B Service Provider,Xero,1568,,,,,2023-01-24 08:20:09,2023-01-24 08:20:09,44.0,Completed,AUS,44.34,0.0,0.0,0.0,0.0,-13097.29,39679.31,32679.47,39799.31,6024.95,169805.16,202532.13,20582.45,51315.85,1000.0,52315.85,150216.28,-1910.72,152007.01,150216.29
FT12155,0.0,0.0,0.0,2.0,2.0,656,0.1,0.0,0.0,0.0,2.0,8.0,650,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,Arts and Recreation Services,99015.91,19075.05,12295.8,2598.602608695652,2598.602608695652,0.0108695652173913,2053.6530434782608,544.9604347826087,53428.26,53428.26,51496.39,65592.52,39332.13,73019.59,73019.59,4343.55,73697.58,3665.56,1700.1,1700.1,0.0,5442.22,-3742.12,0.0,5922.0,2846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,6153.0,2933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.9665217391305,1088.4052173913044,14906.93,14802.27,16066.32,15949.26,22095.87,22390.4,1088.391304347826,1181.9565217391305,-93.56521739130434,-80.3913043478261,598.4782608695652,0.0,598.4782608695652,0.0,461.7391304347826,136.69565217391303,499.3478260869565,381.2173913043478,2251.7391304347825,0.0,149.6086956521739,4.3478260869565215,0.991304347826087,3.1695652173913045,1.1304347826086956,1.1304347826086956,118.1304347826087,0.0,0.0,643.5652173913044,648.1304347826087,-4.565217391304348,13.173913043478262,232.6086956521739,0.0,232.6086956521739,0.0,223.8695652173913,8.73913043478261,395.0,471.2608695652174,2115.0,0.0,77.52173913043478,4.3478260869565215,0.1652173913043478,0.217391304347826,2.3043478260869565,2.8260869565217392,-76.26086956521739,0.0,0.0,2160.0,Music Production and Audio Post Production Studio,Other,Xero,1204,2020-10-07 18:46:13,2022-02-10 13:47:34,2020-10-07 17:42:30,,2023-01-23 04:47:07,2023-01-23 04:47:07,136.0,Completed,NZL,156.16,1.0,0.0,0.0,0.0,-1848.73,11485.0,1316.93,11485.34,85626.19,0.0,95262.8,8767.85,43473.14,0.0,43473.14,51789.66,12534.09,39255.57,51789.66
FT12154,0.0,0.0,1.0,2.0,5.0,484,0.33,0.0,0.0,0.0,1.0,7.0,733,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Company,Other Services,15090.3,2898.0,0.0,14878.52652173913,13713.654782608695,0.0,10056.593913043478,3657.060869565217,416423.58,361221.01,0.0,362136.01,-915.0,176202.25,156129.56,4900.0,162930.95,-1901.39,61607.76,51876.49,0.0,51818.64,57.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32468.0,6417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,41050.13,49838.0,31830.41,40481.47,7529.68,7683.99,126.0,0.0,126.0,892.6086956521739,1227.5217391304348,0.0,1227.5217391304348,0.0,0.0,1227.5217391304348,1690.6521739130435,0.0,634.2173913043479,0.0,1227.5217391304348,4.3478260869565215,4.3478260869565215,100.98260869565216,1.8695652173913044,0.0,1690.6521739130435,0.0434782608695652,0.0434782608695652,1494.0,1111.9130434782608,382.0869565217391,766.6086956521739,889.0,109.30434782608695,779.695652173913,0.0,479.5217391304348,300.17391304347825,405.0,0.0,-593.304347826087,0.0,274.0869565217391,3.8130434782608695,1.4695652173913043,26.39565217391305,0.6086956521739131,0.0,405.0,0.0434782608695652,0.0434782608695652,12102.0,0,Trades/Construction,Xero,2711,2022-10-17 11:44:24,2022-10-17 15:23:14,2022-10-27 11:04:59,,2023-01-23 02:03:02,2023-01-23 02:03:02,693.0,Completed,NZL,692.6,0.0,0.0,0.0,0.0,20530.47,38885.12,27643.25,38887.68,7479.55,0.0,66897.7,0.0,40853.8,11456.79,52310.59,14587.11,84112.4,-1891.06,14587.11
FT12153,0.0,0.0,0.0,5.0,13.0,828,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Lifestyle,1300000.0,1020000.0,280000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,"Electricity, Gas, Water and Waste Services",294853.5,0.0,0.0,101222.68478260867,44245.09173913043,469.9434782608696,42584.45478260869,2130.580434782609,2148802.08,1157023.85,26089.65,1140725.18,42388.32,1324236.96,747913.99,56651.0,836623.44,-32058.45,1685691.05,939459.59,-453.75,941135.37,-2129.53,44687.0,82259.0,73833.0,15390.0,34501.0,0.0,8389.0,0.0,0.0,0.0,1.0,0.0,0.0,45168.0,122589.0,15800.0,2515.0,9063.0,2967.0,2598.0,499.0,937.0,0.0,1244.0,0.0,0.0,6226.6173913043485,2913.9282608695653,417091.65,437879.34,377736.05,313546.93,375927.52,400284.19,2406.478260869565,5719.173913043478,-3312.695652173913,-5196.521739130435,1723.5652173913045,1651.5652173913045,72.0,0.0,2277.913043478261,-2205.913043478261,12838.347826086956,11288.652173913044,13307.739130434782,0.0,172.34782608695653,0.1826086956521739,5.565217391304348,8.647826086956522,10.043478260869565,3.869565217391304,1549.6521739130435,0.0,0.0869565217391304,17647.521739130436,16743.695652173912,903.8260869565216,-1883.8260869565215,7472.130434782609,5050.260869565217,2421.8695652173915,0.0,3658.652173913044,-1236.7826086956522,12079.0,11762.826086956522,16100.608695652174,0.0,241.0434782608696,1.408695652173913,0.7217391304347827,4.008695652173913,2.1739130434782608,1.826086956521739,316.17391304347825,0.0434782608695652,0.0869565217391304,13950.0,"DRAIN UNBLOCKING,DRAINLAYING,CCTV TRENCHLESS DRAINAGE",Trades/Construction,Xero,2299,2022-05-11 11:06:32,2022-05-11 09:10:43,,,2023-01-23 09:56:01,2023-01-23 09:56:01,830.0,Completed,NZL,830.21,0.0,0.0,0.0,21755.7,-114807.12,295281.65,100531.23,291327.98,977788.25,0.0,1154309.11,259639.27,362413.98,485817.47,848231.45,306077.66,49003.35,237789.7,306077.66
FT12152,0.0,0.0,0.0,5.0,13.0,828,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Lifestyle,1300000.0,1020000.0,280000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,"Electricity, Gas, Water and Waste Services",294853.5,0.0,0.0,101222.68478260867,44245.09173913043,469.9434782608696,42584.45478260869,2130.580434782609,2148802.08,1157023.85,26089.65,1140725.18,42388.32,1324236.96,747913.99,56651.0,836623.44,-32058.45,1685691.05,939459.59,-453.75,941135.37,-2129.53,44687.0,82259.0,73833.0,15390.0,34501.0,0.0,8389.0,0.0,0.0,0.0,1.0,0.0,0.0,45168.0,122589.0,15800.0,2515.0,9063.0,2967.0,2598.0,499.0,937.0,0.0,1244.0,0.0,0.0,6226.6173913043485,2913.9282608695653,417091.65,437879.34,377736.05,313546.93,375927.52,400284.19,2406.478260869565,5719.173913043478,-3312.695652173913,-5196.521739130435,1723.5652173913045,1651.5652173913045,72.0,0.0,2277.913043478261,-2205.913043478261,12838.347826086956,11288.652173913044,13307.739130434782,0.0,172.34782608695653,0.1826086956521739,5.565217391304348,8.647826086956522,10.043478260869565,3.869565217391304,1549.6521739130435,0.0,0.0869565217391304,17647.521739130436,16743.695652173912,903.8260869565216,-1883.8260869565215,7472.130434782609,5050.260869565217,2421.8695652173915,0.0,3658.652173913044,-1236.7826086956522,12079.0,11762.826086956522,16100.608695652174,0.0,241.0434782608696,1.408695652173913,0.7217391304347827,4.008695652173913,2.1739130434782608,1.826086956521739,316.17391304347825,0.0434782608695652,0.0869565217391304,8818.2,"DRAIN UNBLOCKING,DRAINLAYING,CCTV TRENCHLESS DRAINAGE",Trades/Construction,Xero,2299,2022-05-11 11:06:32,2022-05-11 09:10:43,,,2023-01-23 09:56:01,2023-01-23 09:56:01,525.0,Completed,NZL,524.8,0.0,0.0,0.0,26887.5,-114807.12,295281.65,100531.23,291327.98,977788.25,0.0,1154309.11,259639.27,362413.98,485817.47,848231.45,306077.66,49003.35,237789.7,306077.66
FT12151,0.0,0.0,0.0,5.0,13.0,828,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Lifestyle,1300000.0,1020000.0,280000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,COMPANY,"Electricity, Gas, Water and Waste Services",294853.5,0.0,0.0,101222.68478260867,44245.09173913043,469.9434782608696,42584.45478260869,2130.580434782609,2148802.08,1157023.85,26089.65,1140725.18,42388.32,1324236.96,747913.99,56651.0,836623.44,-32058.45,1685691.05,939459.59,-453.75,941135.37,-2129.53,44687.0,82259.0,73833.0,15390.0,34501.0,0.0,8389.0,0.0,0.0,0.0,1.0,0.0,0.0,45168.0,122589.0,15800.0,2515.0,9063.0,2967.0,2598.0,499.0,937.0,0.0,1244.0,0.0,0.0,6226.6173913043485,2913.9282608695653,417091.65,437879.34,377736.05,313546.93,375927.52,400284.19,2406.478260869565,5719.173913043478,-3312.695652173913,-5196.521739130435,1723.5652173913045,1651.5652173913045,72.0,0.0,2277.913043478261,-2205.913043478261,12838.347826086956,11288.652173913044,13307.739130434782,0.0,172.34782608695653,0.1826086956521739,5.565217391304348,8.647826086956522,10.043478260869565,3.869565217391304,1549.6521739130435,0.0,0.0869565217391304,17647.521739130436,16743.695652173912,903.8260869565216,-1883.8260869565215,7472.130434782609,5050.260869565217,2421.8695652173915,0.0,3658.652173913044,-1236.7826086956522,12079.0,11762.826086956522,16100.608695652174,0.0,241.0434782608696,1.408695652173913,0.7217391304347827,4.008695652173913,2.1739130434782608,1.826086956521739,316.17391304347825,0.0434782608695652,0.0869565217391304,12937.5,"DRAIN UNBLOCKING,DRAINLAYING,CCTV TRENCHLESS DRAINAGE",Trades/Construction,Xero,2299,2022-05-11 11:06:32,2022-05-11 09:10:43,,,2023-01-23 09:56:01,2023-01-23 09:56:01,770.0,Completed,NZL,769.95,0.0,0.0,0.0,22768.2,-114807.12,295281.65,100531.23,291327.98,977788.25,0.0,1154309.11,259639.27,362413.98,485817.47,848231.45,306077.66,49003.35,237789.7,306077.66
FT12147,0.0,0.0,0.0,8.0,24.0,497,0.33,0.0,0.0,0.0,6.0,8.0,809,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Residential,1150000.0,410000.0,740000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Company,0,31100.92,19171.4,19171.4,15889.6965,9845.706,223.0,12262.54,-2149.021,133621.27,29910.04,65015.17,176291.26,-85312.22,356321.0,230251.14,46080.41,276175.58,-4487.52,254441.79,142737.8,7936.07,150829.68,-3546.26,3824.0,16464.0,37783.0,15700.0,2306.0,0.0,6559.0,3572.0,867.0,0.0,381.0,0.0,0.0,14592.0,23749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.991,450.722,57340.92,86189.14,49357.21,86683.79,40891.3,25501.89,450.7,546.0,-95.25,1786.7,634.4,3.75,630.65,25.0,637.5,18.15,1917.05,4383.85,-6355.65,0.0,126.9,4.970000000000001,0.1399999999999999,0.1699999999999999,4.5,10.6,-2466.8,0.0,0.05,4309.45,2867.05,1442.4,1882.0,1549.1,272.75,1276.35,0.0,1629.35,-353.0,1253.75,4192.65,-6373.8,0.0,51.65,4.12,1.14,3.325,1.25,3.4,-2938.9,0.0,0.05,11053.79,"Contractors, Construction and Trades",Trades/Construction,Xero,2751,2022-11-03 14:32:12,2022-11-03 14:22:37,2022-11-04 13:34:38,,2023-01-20 03:49:19,2023-01-20 03:49:19,653.0,Completed,NZL,672.99,1.0,0.0,0.0,0.0,35734.4,38341.13,21252.28,19930.77,35599.61,2890.0,94154.78,87676.65,182410.13,38857.62,221267.75,-127112.97,-42980.42,-84232.55,-127112.97
FT12146,0.0,0.0,0.0,1.0,1.0,662,0.09,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Residential,1255000.0,135000.0,1120000.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Education and Training,83763.36,14112.0,7056.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0,B2B Service Provider,0,1476,,2021-06-14 09:36:15,,,2023-01-20 02:43:28,2023-01-20 02:43:28,44.0,Completed,NZL,63.67,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
