Unnamed: 0,QUOTE,CONSUMER_CREDIT_JUDGEMENTS_GUAR1,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR1,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR1,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR1,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR1,CONSUMER_CREDIT_SCORE_GUAR1,CONSUMER_CREDIT_RISK_ODDS_GUAR1,CONSUMER_CREDIT_JUDGEMENTS_GUAR2,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR2,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR2,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR2,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR2,CONSUMER_CREDIT_SCORE_GUAR2,CONSUMER_CREDIT_RISK_ODDS_GUAR2,CONSUMER_CREDIT_JUDGEMENTS_GUAR3,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR3,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR3,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR3,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR3,CONSUMER_CREDIT_SCORE_GUAR3,CONSUMER_CREDIT_RISK_ODDS_GUAR3,COMMERCIAL_CREDIT_DIRECTORS,COMMERCIAL_CREDIT_JUDGEMENTS,COMMERCIAL_CREDIT_CREDIT_DEFAULTS,COMMERCIAL_CREDIT_INSOLVENCIES,COMMERCIAL_CREDIT_CREDIT_ACTIVITY,COMMERCIAL_CREDIT_PPSR,COMMERCIAL_CREDIT_NOTIFICATIONS,COMMERCIAL_CREDIT_PUBLIC_NOTICES,COMMERCIAL_CREDIT_SCORE,COMMERCIAL_CREDIT_CREDIT_LIMIT,COMMERCIAL_CREDIT_SUPPLIERS,COMMERCIAL_CREDIT_DSO_CURRENT,COMMERCIAL_CREDIT_DSO_ONE_MONTH,COMMERCIAL_CREDIT_DSO_TWO_MONTHS,DIRECTOR_PROPERTY_TYPE_D1,DIRECTOR_PROPERTY_RATEABLE_VALUE_D1,DIRECTOR_PROPERTY_IMPROVEMENTS_D1,DIRECTOR_PROPERTY_LAND_VALUE_D1,DIRECTOR_PROPERTY_TYPE_D2,DIRECTOR_PROPERTY_RATEABLE_VALUE_D2,DIRECTOR_PROPERTY_IMPROVEMENTS_D2,DIRECTOR_PROPERTY_LAND_VALUE_D2,DIRECTOR_PROPERTY_TYPE_D3,DIRECTOR_PROPERTY_RATEABLE_VALUE_D3,DIRECTOR_PROPERTY_IMPROVEMENTS_D3,DIRECTOR_PROPERTY_LAND_VALUE_D3,ORG_TYPE,INDUSTRY_CLASSIFICATION,PRIOR_FUNDTAP_HISTORY_COMPLETED_SUM,PRIOR_FUNDTAP_HISTORY_FUNDED_SUM,PRIOR_FUNDTAP_HISTORY_DUE_SUM,P_L_TOTAL_INCOME_CURRENT,P_L_GROSS_PROFIT_CURRENT,P_L_TOTAL_OTHER_INCOME_CURRENT,P_L_TOTAL_OPERATING_EXPENSES_CURRENT,P_L_NET_PROFIT_CURRENT,P_L_TOTAL_INCOME_YR1,P_L_GROSS_PROFIT_YR1,P_L_TOTAL_OTHER_INCOME_YR1,P_L_TOTAL_OPERATING_EXPENSES_YR1,P_L_NET_PROFIT_YR1,P_L_TOTAL_INCOME_YR2,P_L_GROSS_PROFIT_YR2,P_L_TOTAL_OTHER_INCOME_YR2,P_L_TOTAL_OPERATING_EXPENSES_YR2,P_L_NET_PROFIT_YR2,P_L_TOTAL_INCOME_YR3,P_L_GROSS_PROFIT_YR3,P_L_TOTAL_OTHER_INCOME_YR3,P_L_TOTAL_OPERATING_EXPENSES_YR3,P_L_NET_PROFIT_YR3,ACCOUNTS_PAYABLE_TOTAL_CURRENT_MONTH,ACCOUNTS_PAYABLE_TOTAL_ONE_MONTH_PAST,ACCOUNTS_PAYABLE_TOTAL_TWO_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_THREE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_FOUR_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_FIVE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_SIX_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_SEVEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_EIGHT_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_NINE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_TEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_ELEVEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_TWELVE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_CURRENT_MONTH,ACCOUNTS_RECEIVABLE_TOTAL_ONE_MONTH_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TWO_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_THREE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_FOUR_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_FIVE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_SIX_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_SEVEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_EIGHT_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_NINE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_ELEVEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TWELVE_MONTHS_PAST,BANK_SUMMARY_TOTAL_SPENT_CURRENT,BANK_SUMMARY_TOTAL_RECEIVED_CURRENT,BANK_SUMMARY_TOTAL_SPENT_M1,BANK_SUMMARY_TOTAL_RECEIVED_M1,BANK_SUMMARY_TOTAL_SPENT_M2,BANK_SUMMARY_TOTAL_RECEIVED_M2,BANK_SUMMARY_TOTAL_SPENT_M3,BANK_SUMMARY_TOTAL_RECEIVED_M3,EXEC_SUMMARY_CASH_RECEIVED_CURRENT,EXEC_SUMMARY_CASH_SPENT_CURRENT,EXEC_SUMMARY_CASH_SURPLUS_DEFICIT_CURRENT,EXEC_SUMMARY_CLOSING_BANK_BALANCE_CURRENT,EXEC_SUMMARY_INCOME_CURRENT,EXEC_SUMMARY_DIRECT_COSTS_CURRENT,EXEC_SUMMARY_GROSS_PROFIT_LOSS_CURRENT,EXEC_SUMMARY_OTHER_INCOME_CURRENT,EXEC_SUMMARY_EXPENSES_CURRENT,EXEC_SUMMARY_PROFIT_LOSS_CURRENT,EXEC_SUMMARY_DEBTORS_CURRENT,EXEC_SUMMARY_CREDITORS_CURRENT,EXEC_SUMMARY_NET_ASSETS_CURRENT,EXEC_SUMMARY_NUMBER_OF_INVOICES_ISSUED_CURRENT,EXEC_SUMMARY_AVERAGE_VALUE_OF_INVOICES_CURRENT,EXEC_SUMMARY_GROSS_PROFIT_MARGIN_CURRENT,EXEC_SUMMARY_NET_PROFIT_MARGIN_CURRENT,EXEC_SUMMARY_RETURN_ON_INVESTMENT_CURRENT,EXEC_SUMMARY_AVERAGE_DEBTORS_DAYS_CURRENT,EXEC_SUMMARY_AVERAGE_CREDITORS_DAYS_CURRENT,EXEC_SUMMARY_SHORT_TERM_CASH_FORECAST_CURRENT,EXEC_SUMMARY_CURRENT_ASSETS_TO_LIABILITIES_CURRENT,EXEC_SUMMARY_TERM_ASSETS_TO_LIABILITIES_CURRENT,EXEC_SUMMARY_CASH_RECEIVED_M1,EXEC_SUMMARY_CASH_SPENT_M1,EXEC_SUMMARY_CASH_SURPLUS_DEFICIT_M1,EXEC_SUMMARY_CLOSING_BANK_BALANCE_M1,EXEC_SUMMARY_INCOME_M1,EXEC_SUMMARY_DIRECT_COSTS_M1,EXEC_SUMMARY_GROSS_PROFIT_LOSS_M1,EXEC_SUMMARY_OTHER_INCOME_M1,EXEC_SUMMARY_EXPENSES_M1,EXEC_SUMMARY_PROFIT_LOSS_M1,EXEC_SUMMARY_DEBTORS_M1,EXEC_SUMMARY_CREDITORS_M1,EXEC_SUMMARY_NET_ASSETS_M1,EXEC_SUMMARY_NUMBER_OF_INVOICES_ISSUED_M1,EXEC_SUMMARY_AVERAGE_VALUE_OF_INVOICES_M1,EXEC_SUMMARY_GROSS_PROFIT_MARGIN_M1,EXEC_SUMMARY_NET_PROFIT_MARGIN_M1,EXEC_SUMMARY_RETURN_ON_INVESTMENT_M1,EXEC_SUMMARY_AVERAGE_DEBTORS_DAYS_M1,EXEC_SUMMARY_AVERAGE_CREDITORS_DAYS_M1,EXEC_SUMMARY_SHORT_TERM_CASH_FORECAST_M1,EXEC_SUMMARY_CURRENT_ASSETS_TO_LIABILITIES_M1,EXEC_SUMMARY_TERM_ASSETS_TO_LIABILITIES_M1,FUNDTAP_LOAN_PRINCIPAL,LINE_OF_BUSINESS,CUSTOMER_TYPE,ACCOUNTING_SOFTWARE,CUSTOMER_UID,COMMERCIAL_CREDIT_REPORT_CREATION_DATE,CONSUMER_CREDIT_REPORT_FIRST_CREATION_DATE,CONSUMER_CREDIT_REPORT_SECOND_CREATION_DATE,CONSUMER_CREDIT_REPORT_THIRD_CREATION_DATE,BANK_STATEMENT_CREATION_DATE,XERO_REPORT_CREATION_DATE,FUNDTAP_PROFIT_LOSS,FUNDTAP_STATUS,COUNTRY,FUNDTAP_FEE,WEEKS_PAST_DUE,WEEKS_OVERDUE,WEEKS_IN_DEFAULT,PRIOR_FUNDTAP_HISTORY_PENDING_SUM,TOTAL_BANK,ACCOUNTS_RECEIVABLE,GST,TOTAL_CURRENT_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_NON_CURRENT_ASSETS,TOTAL_ASSETS,ACCOUNTS_PAYABLE,TOTAL_CURRENT_LIABILITIES,TOTAL_NON_CURRENT_LIABILITIES,TOTAL_LIABILITIES,NET_ASSETS,CURRENT_YEAR_EARNINGS,RETAINED_EARNINGS,TOTAL_EQUITY
4671,FT5755,,,,,,836.0,,,,,,,830.0,,,,,,,,,,,,,,,,,703.0,,,,,,,,,,,,,,,,,,TRUST,,374.22,51283.75,262.35,83912.32,78801.58,0.0,45035.40,33766.18,550409.48,472975.10,0,452077.34,20897.76,252077.34,230592.91,0,248493.62,-17900.71,,,,,,0.0,0,0,32313,29816,741,754,1298,378,617,288,370,0.0,0,0,0,28936,53388,58062.0,16033.0,347.0,272.0,2385.0,5185.0,172.0,0.0,20124.62,32515.84,115235.29,160818.28,110149.02,69975.61,108986.96,108233.58,"115,593","154,578","-38,985","-49,667","30,283","18,279","12,005",0,"116,652","-104,647","187,486","94,792","-79,119",103,292,39.60%,345.60%,"1,587.20%",192,22,"92,694",1.0,0.0,"126,028","80,445","45,583","-10,682","57,607","5,111","52,496",0,"29,965","22,531","142,108","44,630","25,528",86,662,91.10%,39.10%,"1,059.10%",74,38,"97,478",1.0,0.0,958.32,Surface Protection and Restoration,Trades/Construction,Xero,1404,,,,,2021-05-07 05:15:09,2021-05-07 05:15:09,-4.0,Completed,AUS,55.72,3.0,3.0,,0.0,-49666.84,188899.26,56624.49,189913.34,,,140246.5,94651.62,224319.24,-4697.25,219621.99,-79375.49,-81405.13,2029.64,-79375.49
3214,FT8899,,,1.0,2.0,38.0,514,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPANY,Construction,0.0,25459.89,0.0,144089.72,144089.72,0,97958.89,46130.83,341967.33,340856.44,27830.43,376634.08,-7947.21,17484.25,17484.25,0,31354.99,-13870.74,,,,,,32176,0,0,0,0,0,0,0,0,0,0,0,0.0,39289,118081,12544,0,0,307,365,0.0,0.0,0,0,0,0.0,38541.22,38224.89,68335.15,55743.92,82883.16,93145.74,58670.68,58031.38,"38,225","38,541",-316,533,"34,164",0,"34,164",0,"38,638","-4,474","170,586","32,176","270,019",42.0,813,100.00%,13.10%,19.90%,155,26,"138,410",2.0,6.0,"55,685","68,276","-12,591",850,"109,926",0,"109,926",0,"59,321","50,605","137,077",0,"272,562",98.0,"1,122",100.00%,46.00%,222.80%,37,0,"137,077",3.0,5.0,2513.07,Machinery and equipment repair and maintenance,B2B Service Provider,Xero,2289,2022-05-09 10:10:45,2022-05-09 10:07:21,,,2022-05-17 02:18:59,2022-05-17 02:18:59,0.0,Not Approved,NZL,447.92,,,,0.0,49562.48,258916.32,23538.9,258922.5,221899.42,,530384.4,173416.67,249720.31,26881.7,276602.01,253782.39,52645.84,-54646.58,253782.39
4656,FT5771,,,,,,836.0,,,,,,,830.0,,,,,,,,,,,,,,,,,703.0,,,,,,,,,,,,,,,,,,TRUST,,374.22,56335.72,262.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.22,Surface Protection and Restoration,Trades/Construction,Xero,1404,,,,,2021-05-10 11:51:09,2021-05-10 11:51:09,-15.0,Completed,AUS,45.13,3.0,2.0,,0.0,-49666.84,188899.26,56624.49,189913.34,,,140246.5,94651.62,224319.24,-4697.25,219621.99,-79375.49,-81405.13,2029.64,-79375.49
1339,FT11739,,,,2.0,9.0,682,0.08,,,,2.0,7.0,581,0.17,,,,,,,,2.0,,,,11.0,6.0,,,955,5000.0,6.0,30.0,41.0,64.0,,,,,,,,,,,,,COMPANY,,234618.88,16744.71,6511.15,295140.33,78995.46,4869.57,156091.77,-72226.74,451913.39,222708.37,65967.83,226784.20,61892.00,420926.12,222606.65,47798.38,274778.90,-4373.87,424069.13,282284.89,2107.40,230125.66,54266.63,0,28956,11066,7387,4918,875,4076,2055,330,70,1739,56,0.0,14283,36183,6946,1585,1075,64,280,0.0,379.0,0,0,0,0.0,12298.87,5937.0,67946.18,54285.59,41019.02,49969.84,85622.57,84494.82,"1,517","7,879","-6,362","-44,807","17,010",155,"16,856",0,"1,317","15,539","58,861","63,257","-21,970",131.0,123,99.10%,91.30%,848.70%,107,"1,333","-4,397",0.0,0.0,"47,536","61,196","-13,661","-38,445","43,173","23,373","19,800",0,"12,409","7,391","45,511","69,921","-37,509",235.0,167,45.90%,17.10%,236.50%,32,59,"-24,410",0.0,0.0,839.84,Food Product Manufacturing,Other,Xero,169,2021-06-03 16:17:29,2021-07-06 12:11:30,2020-01-20 13:55:16,,2022-12-09 11:16:08,2022-12-09 11:16:08,42.0,Completed,NZL,62.24,1.0,,,6428.63,-44807.3,58860.77,2732.51,58863.3,46110.36,,60166.36,63257.44,-70102.3,152239.13,82136.83,-21970.47,-72226.74,50156.27,-21970.47
1127,FT12010,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,837,,,,,,,,,,,,,,,,,,COMPANY,,300000.0,100000.0,0.0,1154450.08,1165588.08,61907.15,863228.34,237811.82,1695039.89,1243131.25,53175.65,1407694.54,-355764.13,4133330.94,3807979.54,133044.13,1200046.81,2423246.13,1460271.12,1443597.25,103758.77,1067953.82,203946.50,21259,1507148,737167,83197,24652,51059,2200,22864,39495,22271,22775,2200,0.0,0,1143766,244610,12166,1204,950,0,0.0,44.0,0,0,0,0.0,834947.57,1383947.11,2592889.82,2571956.53,1179505.21,863235.86,1653118.08,1116274.82,"1,133,947","584,948","511,360","236,102",-367,0,-367,0,"6,108","-6,475","1,797,367","3,246,746","-1,295,363",0.0,0,100.00%,"1,765.90%",6.00%,"-151,958","16,477","-1,449,378",2.0,0.0,"2,302,957","2,323,890","6,615","-275,258","2,034,588","1,858,119","176,469",0,"72,005","104,463","2,384,634","3,115,361","-1,288,888",16.0,"127,162",8.70%,5.10%,97.30%,36,50,"-730,726",2.0,0.0,50000.0,,Distributors/Wholesalers,Xero,2390,2022-06-21 11:34:29,2022-06-20 16:51:33,,,2023-01-10 04:07:34,2023-01-10 04:07:34,3435.0,Completed,AUS,3455.1,1.0,,,0.0,236524.4,1797367.43,-2159.49,5088093.21,44729.64,210294.7,5579641.95,3246745.71,3098924.29,3776080.52,6875004.81,-1295362.86,242408.02,-2895013.9,-1295362.87
17,FT13344,,,,,,686,,,,,,,,,,,,,,,,,,,,,,,,691,,,,,,,,,,,,,,,,,,COMPANY,Construction,98260.35,1559.25,1559.25,8092.52,8092.52,0,7033.52,1059.00,151335.76,147503.29,0,161918.16,-14414.87,107319.21,106368.01,20000.04,101517.66,24850.39,26229.50,26229.50,0,19567.90,6661.60,0,0,275,0,0,0,0,0,0,0,0,0,0.0,5324,1205,2145,0,3757,0,0,0.0,0.0,0,0,0,0.0,10734.05,6394.42,71519.85,85476.85,30011.83,33337.44,15013.16,13756.92,"5,126","9,466","-4,340","-9,325","8,093",0,"8,093",0,"7,034","1,059","12,430",275,"15,885",8.0,"1,009",100.00%,13.10%,80.00%,46,1,"12,155",-1.0,0.0,"62,645","48,688","13,957","-4,985","15,348",430,"14,919",0,"26,794","-11,876","7,766",275,"14,826",12.0,"1,122",97.20%,77.40%,961.20%,16,0,"7,491",0.0,0.0,400.95,Sustainability Consultants,Consultants,Xero,1354,,2022-07-08 11:20:26,,,2023-04-13 11:29:05,2023-04-13 11:29:05,,Funded,AUS,48.79,,,,2103.75,1683.44,12430.0,5958.16,20751.38,6480.15,,28914.97,275.0,-11642.46,24672.25,13029.79,15885.18,14415.61,1469.57,15885.18
4273,FT6305,,,,4.0,9.0,824.0,39.397,,,,4.0,1.0,810.0,34.896,,,,,,,,2.0,,,,3.0,1.0,,,875.0,,6.0,,,,Residential,950000.0,240000.0,710000.0,,,,,,,,,COMPANY,Wholesale Trade,150473.6,19864.7,10169.62,113653.08,60042.55,0.0,29538.53,30504.02,266177.19,127206.02,0,98729.60,28476.42,157822.73,41022.28,0,31325.84,9696.44,60235.11,-14139.28,0,-4672.99,-9466.29,0.0,3376,6869,699,252,0,7216,4041,1490,0,0,666,0.0,0,6553,20986,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17170.8,10652.07,60602.91,78495.78,44005.04,38719.15,43808.92,44238.77,"39,510","37,779","1,731",-531,"25,008","7,708","17,300",0,"8,907","8,393","26,371","19,979","52,964",46,496,69.20%,33.60%,190.20%,33,37,"6,392",3.0,0.0,"78,496","60,603","17,893","-2,263","51,985","28,636","23,349",0,"5,166","18,183","29,898","25,359","49,271",48,"1,024",44.90%,35.00%,442.90%,17,23,"4,539",2.0,0.0,1913.73,Other Goods Wholesaling,Distributors/Wholesalers,Xero,466,2021-05-24 13:40:44,2021-06-16 11:54:00,2020-03-25 10:16:09,,2021-07-07 07:36:09,2021-07-07 07:36:09,103.0,Completed,NZL,103.41,,,,0.0,18625.78,26370.55,2934.14,110676.62,,,129302.4,12063.73,14997.87,,14997.87,114304.53,40630.23,-8330.26,114304.53
1502,FT11534,,,1.0,3.0,11.0,447,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPANY,,61403.59,5000.0,0.0,310008.03,310008.03,0,282532.81,27475.22,,,,,,,,,,,,,,,,21824,0,0,0,8183,0,0,0,0,0,0,0,0.0,36089,8384,2304,0,0,0,0,0.0,0.0,0,0,0,0.0,86251.23,112972.9,168290.88,169260.77,142382.3,140899.22,59945.18,75719.99,"112,973","86,251","26,722","41,983","49,193",0,"49,193",0,"51,045","-1,853","46,776","30,007","244,354",20.0,"2,460",100.00%,3.80%,9.10%,29,18,"16,770",1.0,-4.0,"169,261","168,291",970,"15,262","90,196",0,"90,196",0,"89,065","1,131","61,193","8,183","200,007",35.0,"2,659",100.00%,1.30%,6.80%,21,3,"53,010",1.0,-4.0,1624.95,Civli and Earthworks,Trades/Construction,Xero,2464,2022-08-01 11:24:46,2022-07-26 17:03:34,,,2022-11-25 11:59:35,2022-11-25 11:59:35,-227.0,Overdue,NZL,93.0,16.0,14.0,,9511.66,41983.29,46776.29,6747.47,46776.29,187720.88,,276480.46,30006.65,80511.6,-48385.01,32126.59,244353.87,27475.22,,244353.87
7320,FT2123,,,,2.0,3.0,560.0,10.928,,,,2.0,1.0,640.0,41.499,,,,9.0,2.0,894.0,72.254,2.0,,,,6.0,5.0,,,976.0,,6.0,30.0,30.0,30.0,Residential,1144000.0,448000.0,696000.0,,,,,,,,,COMPANY,"Professional, Scientific and Technical Services",295429.64,0.0,0.0,502050.60,450020.96,0.0,327055.32,122965.64,1234310.84,1017064.95,0,1037240.74,-20175.79,1451301.06,1245867.04,5188.17,1269017.98,-17962.77,924566.46,719243.82,40.67,722447.90,-3163.41,0.0,0,0,0,0,11609,33204,0,0,0,0,0,0.0,0,0,0,0,0,44012.0,63124.0,2933.0,0.0,2415.0,0.0,0.0,0.0,21059.59,31688.36,175812.89,166897.08,184399.95,185469.97,157963.91,155654.95,"89,753","89,521",232,"-30,363","139,994","4,706","135,288",0,"69,633","65,655","191,868","46,976","64,573",34,"4,027",96.60%,46.90%,"1,220.10%",41,19,"144,891",2.0,1.0,"166,897","175,813","-8,916","-30,595","70,098","17,376","52,722",0,"67,729","-15,008","87,246","47,385","-30,687",17,"4,123",75.20%,21.40%,586.90%,39,17,"39,861",1.0,0.0,3742.56,,Consultants,Xero,371,2019-02-27 15:18:17,2019-02-27 15:06:20,2019-02-28 10:56:23,,2020-02-25 16:32:12,2020-02-25 16:32:12,172.0,Completed,NZL,191.97,1.0,,,0.0,-30362.5,191867.68,-174165.94,191867.68,24351.78,3478.26,189335.22,46976.39,78674.03,46087.99,124762.02,64573.2,155792.31,-32117.73,64573.2
856,FT12317,,,,2.0,12.0,678,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,37020.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750.0,,Distributors/Wholesalers,,2355,2022-08-24 14:37:47,2022-06-01 08:55:45,,,2023-02-03 12:00:06,2023-02-03 12:00:06,448.0,Completed,NZL,447.95,,,,0.0,,,,,,,,,,,,,,,
353,FT12947,,,1.0,8.0,6.0,460,0.33,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Lifestyle,,375000,375000,,,,,,,,,COMPANY,Wholesale Trade,673695.34,70687.35,35687.84,2957715.63,1712405.10,0,2852652.68,-1140247.58,2661683.02,2341094.05,-6261.49,2328853.49,5979.07,1433198.72,1425936.19,28620.51,1328201.54,126355.16,563365.94,543394.64,1287.88,532475.90,12206.62,,,,,,,,,,,,,,210895,229507,40073,688,9224,966,605,3365.0,0.0,0,0,0,0.0,87714.92,,587852.33,621995.15,317834.53,303069.24,820469.26,638785.12,0,"87,715","-87,715","-755,786","183,050","96,074","86,975",0,"87,379",-403,"500,272",0,"-871,429",228.0,803,47.50%,0.20%,0.60%,85,0,"500,272",5.0,2.0,"344,061","309,918","34,143","-668,071","197,577","112,675","84,902",0,"195,157","-110,256","289,765",0,"-871,026",323.0,610,43.00%,55.80%,151.90%,41,0,"289,765",5.0,2.0,1345.5,Wholesale,Distributors/Wholesalers,Xero,472,2022-12-20 16:33:58,2022-08-10 11:20:46,2020-11-05 11:23:36,,2023-03-13 09:46:06,2023-03-13 09:46:06,,Funded,NZL,89.29,,,,34357.87,-755785.61,500272.03,272376.36,-495417.06,345956.01,,-905246.66,,-241999.98,208182.66,-33817.32,-871429.34,-1140247.58,138818.24,-871429.34
6625,FT2912,,,,6.0,6.0,838.0,41.499,,,,4.0,1.0,800.0,34.896,,,,9.0,2.0,894.0,72.254,2.0,,,,2.0,1.0,,,851.0,,6.0,,,,Residential,950000.0,240000.0,710000.0,,,,,,,,,COMPANY,Wholesale Trade,48344.4,2100.55,0.0,132777.26,84266.75,0.0,21336.98,62929.77,60235.11,-43584.08,0,563.10,-44147.18,,,,,,,,,,,0.0,4135,2101,0,21405,0,0,0,0,5468,7859,0,0.0,0,5414,2878,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616.04,7374.5,19526.75,15607.34,20770.55,25787.71,31233.92,27789.58,"18,651","18,604",47,-340,"9,552","10,736","-1,184",0,"2,565","-3,749","7,817","67,317","14,924",21,428,12.40%,39.20%,301.40%,25,157,"-59,499",1.0,0.0,"15,607","19,527","-3,919",-387,"7,362","4,256","3,107",0,-955,"4,061","5,849","60,831","20,773",15,412,42.20%,55.20%,234.60%,25,571,"-54,982",1.0,0.0,392.13,Other Goods Wholesaling,Distributors/Wholesalers,Xero,466,2019-08-29 10:02:27,2019-04-25 10:10:40,2019-04-25 14:00:04,,2020-02-25 10:57:10,2020-02-25 10:57:10,45.0,Completed,NZL,45.37,,,,0.0,-339.68,7791.26,26043.76,107097.33,,,106757.65,7011.17,41236.39,,41236.39,65521.26,73183.31,-11818.74,65521.26
6535,FT3009,,,,5.0,9.0,568.0,6.386,,,,2.0,4.0,550.0,4.477,,,,9.0,2.0,894.0,72.254,2.0,,,,15.0,12.0,,,980.0,,6.0,,,,,,,,,,,,,,,,COMPANY,Wholesale Trade,534018.87,60058.54,24085.98,2348393.36,342733.61,39921.48,325905.03,56750.06,4019241.43,377184.47,66409.61,399489.14,44104.94,3934593.28,340623.56,52930.04,334301.08,30011.18,1637281.09,236107.47,0,194558.15,19617.19,0.0,65199,92986,41912,5776,0,0,0,0,0,0,0,0.0,0,135184,30812,21110,27797,7079.0,10648.0,1737.0,32391.0,7926.0,459.0,661.0,0.0,269889.36,251617.44,342946.6,334484.19,297047.18,296897.66,312994.18,312117.83,"251,317","269,589","-18,272","18,699","161,533","36,109","125,424","4,953","34,425","95,952","259,023","205,508","257,068",294,559,78.30%,57.60%,447.90%,48,90,"53,515",6.0,2.0,"334,484","342,947","-8,462","36,971","122,724","143,714","-20,990","6,413","51,099","-65,676","259,255","336,334","161,116",299,435,11.30%,50.90%,489.20%,62,54,"-77,079",2.0,2.0,1878.53,Importer & Wholesaler,Distributors/Wholesalers,Xero,181,2020-01-31 12:40:45,2020-01-31 12:41:17,2020-02-17 16:08:40,,2020-02-25 10:26:25,2020-02-25 10:26:25,75.0,Completed,NZL,115.23,2.0,,,0.0,,,,,,,,,,,,,,,
2199,FT10614,,,,2.0,7.0,821,0.03,,,,2.0,1.0,830,0.02,,,,,,,,,,,,,,,,,,,,,,Residential,1144000,448000,696000,,,,,,,,,COMPANY,"Professional, Scientific and Technical Services",2191248.59,187812.71,98466.81,1019835.35,906305.95,0,789034.09,117271.86,1899312.93,1677386.64,0,1405156.39,272230.25,1372021.39,1208467.01,96955.20,1124561.10,180861.11,1248917.91,1102031.53,0,1094488.94,7542.59,109900,71060,1591,1495,0,9122,0,36958,0,0,0,0,0.0,117366,34951,1553,0,0,0,0,3100.0,0.0,0,0,0,0.0,233327.71,301535.44,286948.13,303935.08,301536.86,299987.16,430495.74,404062.86,"301,535","233,328","68,208","73,652","110,183","6,887","103,296",0,"26,450","76,847","163,798","230,126","-16,350",25.0,"4,410",93.70%,69.70%,"5,640.10%",45,207,"-66,328",1.0,2.0,"303,935","286,948","16,987","5,444","189,334","25,944","163,390",0,"161,431","1,960","219,686","281,509","-68,797",50.0,"3,787",86.30%,1.00%,34.20%,36,47,"-61,823",1.0,2.0,2653.48,,Consultants,Xero,371,2021-11-30 14:04:52,2022-05-30 11:16:39,2020-03-25 10:14:01,,2022-09-30 04:07:07,2022-09-30 04:07:07,101.0,Completed,NZL,180.94,4.0,,,1909.58,73652.1,163798.28,-676816.88,163798.28,91266.98,3478.26,332195.62,230125.94,308242.65,40302.99,348545.64,-16350.02,117271.86,428516.22,-16350.02
